activation_output,bias_change,description,epoch,error,error_sum,final_error,from_neuron,gradient,input_0,input_1,loss_value,neuron_index,new_bias,new_weight,old_bias,old_weight,prediction,raw_error,sample_index,sigmoid_derivative,step_type,target,target_0,to_neuron,weight_change,weighted_sum
,,Processing sample 3 in epoch 0,0,,,,,,[1.],[1.],,,,,,,,,3,,sample_info,,[0.],,,
0.761526368658803,,Hidden neuron 0 forward pass,,,,,,,,,,0,,,,,,,,,forward_hidden,,,,,[1.16106606]
0.7807566314941321,,Hidden neuron 1 forward pass,,,,,,,,,,1,,,,,,,,,forward_hidden,,,,,[1.27008111]
0.5307858486254065,,Output neuron 0 forward pass,,[-0.53078585],,,,,,,,0,,,,,,,,,forward_output,[0.],,,,[0.12329936]
,,MSE loss calculation,,,,,,,,,0.2817336171009929,,,,,,,,,,loss_calculation,,,,,
,,Output neuron 0 error calculation,,,,[-0.1321934],,,,,,0,,,,,0.5307858486254065,[-0.53078585],,0.24905223152441355,backprop_output_error,[0.],,,,
,,Hidden neuron 0 error calculation,,,[0.01178914],[0.00214095],,,,,,0,,,,,,,,0.1816039584961399,backprop_hidden_error,,,,,
,,Hidden neuron 1 error calculation,,,[-0.0210778],[-0.00360801],,,,,,1,,,,,,,,0.17117571387206812,backprop_hidden_error,,,,,
,,Weight update: input 0 -> hidden 0,,,,,0,[0.00107048],,,,,,[0.55003899],,[0.54896851],,,,,weight_update_input_hidden,,,0,[0.00107048],
,,Weight update: input 0 -> hidden 1,,,,,0,[-0.001804],,,,,,[0.33350744],,[0.33531144],,,,,weight_update_input_hidden,,,1,[-0.001804],
,,Weight update: input 1 -> hidden 0,,,,,1,[0.00107048],,,,,,[0.61544114],,[0.61437066],,,,,weight_update_input_hidden,,,0,[0.00107048],
,,Weight update: input 1 -> hidden 1,,,,,1,[-0.001804],,,,,,[0.93173046],,[0.93353447],,,,,weight_update_input_hidden,,,1,[-0.001804],
,,Weight update: hidden 0 -> output 0,,,,,0,[-0.05033438],,,,,,[-0.13951535],,[-0.08918097],,,,,weight_update_hidden_output,,,0,[-0.05033438],
,,Weight update: hidden 1 -> output 0,,,,,1,[-0.05160544],,,,,,[0.10784129],,[0.15944672],,,,,weight_update_hidden_output,,,0,[-0.05160544],
,[0.00107048],Bias update: hidden neuron 0,,,,,,[0.00107048],,,,0,[-0.00120264],,[-0.00227312],,,,,,bias_update_hidden,,,,,
,[-0.001804],Bias update: hidden neuron 1,,,,,,[-0.001804],,,,1,[-0.00056881],,[0.00123519],,,,,,bias_update_hidden,,,,,
,[-0.0660967],Bias update: output neuron 0,,,,,,[-0.0660967],,,,0,[0.00062724],,[0.06672394],,,,,,bias_update_output,,,,,
